13151.99353	0
13152.00159	-5.97E-05
13152.00965	-0.000138123
13152.01771	-0.000254107
13152.02577	-0.00036967
13152.03383	-0.000361765
13152.0419	-0.000443876
13152.04996	-0.000459505
13152.05802	-0.000457511
13152.06608	-0.000491649
13152.07414	-0.000493393
13152.0822	-0.000526974
13152.09026	-0.000572653
13152.09832	-0.000610878
13152.10638	-0.00066317
13152.11444	-0.000565664
13152.1225	-0.000578968
13152.13056	-0.000567733
13152.13862	-0.000537578
13152.14669	-0.00059166
13152.15475	-0.000621156
13152.16281	-0.000637841
13152.17087	-0.000714768
13152.17893	-0.00077279
13152.18699	-0.00079813
13152.19505	-0.000804745
13152.20311	-0.000829222
13152.21117	-0.000834346
13152.21923	-0.000747108
13152.22729	-0.000735577
13152.23535	-0.000673078
13152.24341	-0.000719893
13152.25148	-0.000730856
13152.25954	-0.000699718
13152.2676	-0.000710233
13152.27566	-0.000699126
13152.28372	-0.000690241
13152.29178	-0.000646297
13152.29984	-0.000587963
13152.3079	-0.000499074
13152.31596	-0.000468302
13152.32402	-0.000410862
13152.33208	-0.000352553
13152.34014	-0.000292434
13152.34821	-0.000228252
13152.35627	-0.000191703
13152.36433	-7.52E-05
13152.37239	1.58E-05
13152.38045	0.000127259
13152.38851	0.000221488
13152.39657	0.000363532
13152.40463	0.000367605
13152.41269	0.000486195
13152.42075	0.00061668
13152.42881	0.000760348
13152.43687	0.000906535
13152.44493	0.001121766
13152.453	0.001346149
13152.46106	0.001609141
13152.46912	0.001917376
13152.47718	0.002201572
13152.48524	0.002495291
13152.4933	0.002906675
13152.50136	0.003323438
13152.50942	0.003769368
13152.51748	0.004284339
13152.52554	0.004947235
13152.5336	0.005577885
13152.54166	0.006385444
13152.54972	0.007292519
13152.55779	0.008326784
13152.56585	0.009569876
13152.57391	0.010921364
13152.58197	0.012659381
13152.59003	0.014754236
13152.59809	0.017193066
13152.60615	0.020180322
13152.61421	0.023827859
13152.62227	0.028268856
13152.63033	0.033608854
13152.63839	0.0403282
13152.64645	0.048584279
13152.65452	0.058759909
13152.66258	0.07142763
13152.67064	0.086032774
13152.6787	0.101451049
13152.68676	0.116499472
13152.69482	0.128197972
13152.70288	0.134061353
13152.71094	0.132485447
13152.719	0.124241644
13152.72706	0.111198391
13152.73512	0.096376715
13152.74318	0.081895379
13152.75124	0.068719194
13152.75931	0.057344329
13152.76737	0.047797651
13152.77543	0.039848643
13152.78349	0.03337999
13152.79155	0.028225528
13152.79961	0.023922115
13152.80767	0.020469646
13152.81573	0.017504894
13152.82379	0.015030121
13152.83185	0.012920477
13152.83991	0.011257394
13152.84797	0.009759976
13152.85604	0.008503292
13152.8641	0.00735796
13152.87216	0.006433809
13152.88022	0.005568251
13152.88828	0.004815462
13152.89634	0.004148936
13152.9044	0.003552057
13152.91246	0.003049518
13152.92052	0.002581477
13152.92858	0.002194667
13152.93664	0.001803521
13152.9447	0.001494056
13152.95276	0.00123174
13152.96083	0.000891444
13152.96889	0.000584146
13152.97695	0.000380413
13152.98501	0.000270448
13152.99307	2.07E-05
13153.00113	-0.000159926
13153.00919	-0.000272678
13153.01725	-0.000454423
13153.02531	-0.000624904
13153.03337	-0.000584248
13153.04143	-0.000701954
13153.04949	-0.000687125
13153.05755	-0.000736517
13153.06562	-0.000756599
13153.07368	-0.000859956
13153.08174	-0.000915299
13153.0898	-0.000798876
13153.09786	-0.000906015
13153.10592	-0.000935537
13153.11398	-0.001033717
13153.12204	-0.001117359
13153.1301	-0.001267468
13153.13816	-0.001323405
13153.14622	-0.00132958
13153.15428	-0.001494332
13153.16235	-0.001558707
13153.17041	-0.001451941
13153.17847	-0.001532439
13153.18653	-0.001421061
13153.19459	-0.001416293
13153.20265	-0.001373928
13153.21071	-0.001458238
13153.21877	-0.0014296
13153.22683	-0.001402461
13153.23489	-0.001468237
13153.24295	-0.001345045
13153.25101	-0.001191674
13153.25907	-0.0011469
13153.26714	-0.000952746
13153.2752	-0.000940855
13153.28326	-0.000913632
13153.29132	-0.000737866
13153.29938	-0.000738836
13153.30744	-0.000764202
13153.3155	-0.000679632
13153.32356	-0.000515239
13153.33162	-0.000319605
13153.33968	-0.000299857
13153.34774	0
